time,P,I,D,u
1.057,400,5.75,-0,405.75
1.058,400,5.85,-0,405.85
1.059,400,5.95,-0,405.95
1.06,400,6.05,-0,406.05
1.061,400,6.15,-0,406.15
1.062,400,6.25,-0,406.25
1.063,400,6.35,-0,406.35
1.064,400,6.45,-0,406.45
1.065,400,6.55,-0,406.55
1.066,400,6.65,-0,406.65
1.067,400,6.75,-0,406.75
1.068,400,6.85,-0,406.85
1.069,400,6.95,-0,406.95
1.07,400,7.05,-0,407.05
1.071,400,7.15,-0,407.15
1.072,400,7.25,-0,407.25
1.073,400,7.35,-0,407.35
1.074,400,7.45,-0,407.45
1.075,400,7.54999,-0,407.55
1.076,400,7.64999,-0,407.65
1.077,400,7.74999,-0,407.75
1.078,400,7.84999,-0,407.85
1.079,400,7.94999,-0,407.95
1.08,400,8.04999,-0,408.05
1.081,400,8.14999,-0,408.15
1.082,400,8.25,-0,408.25
1.083,400,8.35,-0,408.35
1.084,400,8.45,-0,408.45
1.085,400,8.55,-0,408.55
1.086,400,8.65,-0,408.65
1.087,400,8.75,-0,408.75
1.088,400,8.85,-0,408.85
1.089,400,8.95,-0,408.95
1.09,400,9.05,-0,409.05
1.091,400,9.15,-0,409.15
1.092,400,9.25,-0,409.25
1.093,400,9.35,-0,409.35
1.094,400,9.45,-0,409.45
1.095,400,9.55,-0,409.55
1.096,400,9.65,-0,409.65
1.097,400,9.75,-0,409.75
1.098,400,9.85,-0,409.85
1.099,400,9.95,-0,409.95
1.1,400,10.05,-0,410.05
1.101,400,10.15,-0,410.15
1.102,400,10.25,-0,410.25
1.103,400,10.35,-0,410.35
1.104,400,10.45,-0,410.45
1.105,400,10.55,-0,410.55
1.106,400,10.65,-0,410.65
1.107,400,10.75,-0,410.75
1.108,400,10.85,-0,410.85
1.109,400,10.95,-0,410.95
1.11,400,11.05,-0,411.05
1.111,400,11.15,-0,411.15
1.112,400,11.25,-0,411.25
1.113,400,11.35,-0,411.35
1.114,400,11.45,-0,411.45
1.115,400,11.55,-0,411.55
1.116,400,11.65,-0,411.65
1.117,400,11.75,-0,411.75
1.118,400,11.85,-0,411.85
1.119,400,11.95,-0,411.95
1.12,400,12.05,-0,412.05
1.121,400,12.15,-0,412.15
1.122,400,12.25,-0,412.25
1.123,400,12.35,-0,412.35
1.124,400,12.45,-0,412.45
1.125,400,12.55,-0,412.55
1.126,400,12.65,-0,412.65
1.127,400,12.75,-0,412.75
1.128,400,12.85,-0,412.85
1.129,400,12.95,-0,412.95
1.13,400,13.05,-0,413.05
1.131,400,13.15,-0,413.15
1.132,400,13.25,-0,413.25
1.133,400,13.35,-0,413.35
1.134,400,13.45,-0,413.45
1.135,400,13.55,-0,413.55
1.136,400,13.65,-0,413.65
1.137,400,13.75,-0,413.75
1.138,400,13.85,-0,413.85
1.139,400,13.95,-0,413.95
1.14,400,14.05,-0,414.05
1.141,400,14.15,-0,414.15
1.142,400,14.25,-0,414.25
1.143,400,14.35,-0,414.35
1.144,400,14.45,-0,414.45
1.145,400,14.55,-0,414.55
1.146,400,14.65,-0,414.65
1.147,400,14.75,-0,414.75
1.148,400,14.85,-0,414.85
1.149,400,14.95,-0,414.95
1.15,400,15.05,-0,415.05
1.151,400,15.15,-0,415.15
1.152,400,15.25,-0,415.25
1.153,400,15.35,-0,415.35
1.154,400,15.45,-0,415.45
1.155,400,15.55,-0,415.55
1.156,400,15.65,-0,415.65
1.157,400,15.75,-0,415.75
1.158,400,15.85,-0,415.85
1.159,400,15.95,-0,415.95
1.16,400,16.05,-0,416.05
1.161,400,16.15,-0,416.15
1.162,400,16.25,-0,416.25
1.163,400,16.35,-0,416.35
1.164,400,16.45,-0,416.45
1.165,400,16.55,-0,416.55
1.166,400,16.65,-0,416.65
1.167,400,16.75,-0,416.75
1.168,400,16.85,-0,416.85
1.169,400,16.95,-0,416.95
1.17,400,17.05,-0,417.05
1.171,400,17.15,-0,417.15
1.172,400,17.25,-0,417.25
1.173,400,17.35,-0,417.35
1.174,400,17.45,-0,417.45
1.175,400,17.55,-0,417.55
1.176,400,17.65,-0,417.65
1.177,400,17.75,-0,417.75
1.178,400,17.85,-0,417.85
1.179,400,17.95,-0,417.95
1.18,400,18.05,-0,418.05
1.181,400,18.15,-0,418.15
1.182,400,18.25,-0,418.25
1.183,400,18.35,-0,418.35
1.184,400,18.45,-0,418.45
1.185,400,18.55,-0,418.55
1.186,400,18.65,-0,418.65
1.187,400,18.75,-0,418.75
1.188,400,18.85,-0,418.85
1.189,400,18.95,-0,418.95
1.19,400,19.05,-0,419.05
1.191,400,19.15,-0,419.15
1.192,400,19.25,-0,419.25
1.193,400,19.35,-0,419.35
1.194,400,19.45,-0,419.45
1.195,400,19.55,-0,419.55
1.196,400,19.65,-0,419.65
1.197,400,19.75,-0,419.75
1.198,400,19.85,-0,419.85
1.199,400,19.95,-0,419.95
1.2,400,20.05,-0,420.05
1.201,400,20.15,-0,420.15
1.202,400,20.25,-0,420.25
1.203,400,20.35,-0,420.35
1.204,400,20.45,-0,420.45
1.205,400,20.55,-0,420.55
1.206,400,20.65,-0,420.65
1.207,400,20.75,-0,420.75
1.208,400,20.85,-0,420.85
1.209,400,20.95,-0,420.95
1.21,400,21.05,-0,421.05
1.211,400,21.15,-0,421.15
1.212,400,21.25,-0,421.25
1.213,400,21.35,-0,421.35
1.214,400,21.45,-0,421.45
1.215,400,21.55,-0,421.55
1.216,400,21.65,-0,421.65
1.217,400,21.75,-0,421.75
1.218,400,21.85,-0,421.85
1.219,400,21.95,-0,421.95
1.22,400,22.05,-0,422.05
1.221,400,22.15,-0,422.15
1.222,400,22.25,-0,422.25
1.223,400,22.35,-0,422.35
1.224,400,22.45,-0,422.45
1.225,400,22.55,-0,422.55
1.226,400,22.65,-0,422.65
1.227,400,22.75,-0,422.75
1.228,400,22.85,-0,422.85
1.229,400,22.9501,-0,422.95
1.23,400,23.0501,-0,423.05
1.231,400,23.1501,-0,423.15
1.232,400,23.2501,-0,423.25
1.233,400,23.3501,-0,423.35
1.234,400,23.4501,-0,423.45
1.235,400,23.5501,-0,423.55
1.236,400,23.6501,-0,423.65
1.237,400,23.7501,-0,423.75
1.238,400,23.8501,-0,423.85
1.239,400,23.9501,-0,423.95
1.24,400,24.0501,-0,424.05
1.241,400,24.1501,-0,424.15
1.242,400,24.2501,-0,424.25
1.243,400,24.3501,-0,424.35
1.244,400,24.4501,-0,424.45
1.245,400,24.5501,-0,424.55
1.246,400,24.6501,-0,424.65
1.247,400,24.7501,-0,424.75
1.248,400,24.8501,-0,424.85
1.249,400,24.9501,-0,424.95
1.25,400,25.0501,-0,425.05
1.251,400,25.1501,-0,425.15
1.252,400,25.2501,-0,425.25
1.253,400,25.3501,-0,425.35
1.254,400,25.4501,-0,425.45
1.255,400,25.5501,-0,425.55
1.256,400,25.6501,-0,425.65
1.257,400,25.7501,-0,425.75
1.258,400,25.8501,-0,425.85
1.259,400,25.9501,-0,425.95
1.26,400,26.0501,-0,426.05
1.261,400,26.1501,-0,426.15
1.262,400,26.2501,-0,426.25
1.263,400,26.3501,-0,426.35
1.264,400,26.4501,-0,426.45
1.265,400,26.5501,-0,426.55
1.266,400,26.6501,-0,426.65
1.267,400,26.7501,-0,426.75
1.268,400,26.8501,-0,426.85
1.269,400,26.9501,-0,426.95
1.27,400,27.0501,-0,427.05
1.271,400,27.1501,-0,427.15
1.272,400,27.2501,-0,427.25
1.273,400,27.3501,-0,427.35
1.274,400,27.4501,-0,427.45
1.275,400,27.5501,-0,427.55
1.276,400,27.6501,-0,427.65
1.277,400,27.7501,-0,427.75
1.278,400,27.8501,-0,427.85
1.279,400,27.9501,-0,427.95
1.28,400,28.0501,-0,428.05
1.281,400,28.1501,-0,428.15
1.282,400,28.2501,-0,428.25
1.283,400,28.3501,-0,428.35
1.284,400,28.4501,-0,428.45
1.285,400,28.5501,-0,428.55
1.286,400,28.6501,-0,428.65
1.287,400,28.7501,-0,428.75
1.288,400,28.8501,-0,428.85
1.289,400,28.9501,-0,428.95
1.29,400,29.0501,-0,429.05
1.291,400,29.1501,-0,429.15
1.292,400,29.2501,-0,429.25
1.293,400,29.3501,-0,429.35
1.294,400,29.4501,-0,429.45
1.295,400,29.5501,-0,429.55
1.296,400,29.6501,-0,429.65
1.297,400,29.7501,-0,429.75
1.298,400,29.8501,-0,429.85
1.299,400,29.9501,-0,429.95
1.3,400,30.0501,-0,430.05
1.301,400,30.1501,-0,430.15
1.302,400,30.2501,-0,430.25
1.303,400,30.3501,-0,430.35
1.304,400,30.4501,-0,430.45
1.305,400,30.5501,-0,430.55
1.306,400,30.6501,-0,430.65
1.307,400,30.7501,-0,430.75
1.308,400,30.8501,-0,430.85
1.309,400,30.9501,-0,430.95
1.31,400,31.0501,-0,431.05
1.311,400,31.1501,-0,431.15
1.312,400,31.2501,-0,431.25
1.313,400,31.3501,-0,431.35
1.314,400,31.4501,-0,431.45
1.315,400,31.5501,-0,431.55
1.316,400,31.6501,-0,431.65
1.317,400,31.7501,-0,431.75
1.318,400,31.8501,-0,431.85
1.319,400,31.9501,-0,431.95
1.32,400,32.0501,-0,432.05
1.321,400,32.1501,-0,432.15
1.322,400,32.2501,-0,432.25
1.323,400,32.3501,-0,432.35
1.324,400,32.4501,-0,432.45
1.325,400,32.5501,-0,432.55
1.326,400,32.6501,-0,432.65
1.327,400,32.7501,-0,432.75
1.328,400,32.8501,-0,432.85
1.329,400,32.9501,-0,432.95
1.33,400,33.0501,-0,433.05
1.331,400,33.1501,-0,433.15
1.332,400,33.2501,-0,433.25
1.333,400,33.3501,-0,433.35
1.334,400,33.4501,-0,433.45
1.335,400,33.5501,-0,433.55
1.336,400,33.6501,-0,433.65
1.337,400,33.7501,-0,433.75
1.338,400,33.8501,-0,433.85
1.339,400,33.9501,-0,433.95
1.34,400,34.0501,-0,434.05
1.341,400,34.1501,-0,434.15
1.342,400,34.25,-0,434.25
1.343,400,34.35,-0,434.35
1.344,400,34.45,-0,434.45
1.345,400,34.55,-0,434.55
1.346,400,34.65,-0,434.65
1.347,400,34.75,-0,434.75
1.348,400,34.85,-0,434.85
1.349,400,34.95,-0,434.95
1.35,400,35.05,-0,435.05
1.351,400,35.15,-0,435.15
1.352,400,35.25,-0,435.25
1.353,400,35.35,-0,435.35
1.354,400,35.45,-0,435.45
1.355,400,35.55,-0,435.55
1.356,400,35.65,-0,435.65
1.357,400,35.75,-0,435.75
1.358,400,35.85,-0,435.85
1.359,400,35.95,-0,435.95
1.36,400,36.05,-0,436.05
1.361,400,36.15,-0,436.15
1.362,400,36.25,-0,436.25
1.363,400,36.35,-0,436.35
1.364,400,36.45,-0,436.45
1.365,400,36.55,-0,436.55
1.366,400,36.65,-0,436.65
1.367,400,36.75,-0,436.75
1.368,400,36.85,-0,436.85
1.369,400,36.95,-0,436.95
1.37,400,37.05,-0,437.05
1.371,400,37.15,-0,437.15
1.372,400,37.25,-0,437.25
1.373,400,37.35,-0,437.35
1.374,400,37.45,-0,437.45
1.375,400,37.55,-0,437.55
1.376,400,37.65,-0,437.65
1.377,400,37.75,-0,437.75
1.378,400,37.85,-0,437.85
1.379,400,37.95,-0,437.95
1.38,400,38.05,-0,438.05
1.381,400,38.15,-0,438.15
1.382,400,38.25,-0,438.25
1.383,400,38.35,-0,438.35
1.384,400,38.45,-0,438.45
1.385,400,38.55,-0,438.55
1.386,400,38.65,-0,438.65
1.387,400,38.75,-0,438.75
1.388,400,38.85,-0,438.85
1.389,400,38.95,-0,438.95
1.39,400,39.05,-0,439.05
1.391,400,39.15,-0,439.15
1.392,400,39.25,-0,439.25
1.393,400,39.35,-0,439.35
1.394,400,39.45,-0,439.45
1.395,400,39.55,-0,439.55
1.396,400,39.65,-0,439.65
1.397,400,39.75,-0,439.75
1.398,400,39.85,-0,439.85
1.399,400,39.95,-0,439.95
1.4,400,40.05,-0,440.05
1.401,400,40.15,-0,440.15
1.402,400,40.25,-0,440.25
1.403,400,40.35,-0,440.35
1.404,400,40.45,-0,440.45
1.405,400,40.55,-0,440.55
1.406,400,40.65,-0,440.65
1.407,400,40.75,-0,440.75
1.408,400,40.8499,-0,440.85
1.409,400,40.9499,-0,440.95
1.41,400,41.0499,-0,441.05
1.411,400,41.1499,-0,441.15
1.412,400,41.2499,-0,441.25
1.413,400,41.3499,-0,441.35
1.414,400,41.4499,-0,441.45
1.415,400,41.5499,-0,441.55
1.416,400,41.6499,-0,441.65
1.417,400,41.7499,-0,441.75
1.418,400,41.8499,-0,441.85
1.419,400,41.9499,-0,441.95
1.42,400,42.0499,-0,442.05
1.421,400,42.1499,-0,442.15
1.422,400,42.2499,-0,442.25
1.423,400,42.3499,-0,442.35
1.424,400,42.4499,-0,442.45
1.425,400,42.5499,-0,442.55
1.426,400,42.6499,-0,442.65
1.427,400,42.7499,-0,442.75
1.428,400,42.8499,-0,442.85
1.429,400,42.9499,-0,442.95
1.43,400,43.0499,-0,443.05
1.431,400,43.1499,-0,443.15
1.432,400,43.2499,-0,443.25
1.433,400,43.3499,-0,443.35
1.434,400,43.4499,-0,443.45
1.435,400,43.5499,-0,443.55
1.436,400,43.6499,-0,443.65
1.437,400,43.7499,-0,443.75
1.438,400,43.8499,-0,443.85
1.439,400,43.9499,-0,443.95
1.44,400,44.0499,-0,444.05
1.441,400,44.1499,-0,444.15
1.442,400,44.2499,-0,444.25
1.443,400,44.3499,-0,444.35
1.444,400,44.4499,-0,444.45
1.445,400,44.5499,-0,444.55
1.446,400,44.6499,-0,444.65
1.447,400,44.7499,-0,444.75
1.448,400,44.8499,-0,444.85
1.449,400,44.9499,-0,444.95
1.45,400,45.0499,-0,445.05
1.451,400,45.1499,-0,445.15
1.452,400,45.2499,-0,445.25
1.453,400,45.3499,-0,445.35
1.454,400,45.4499,-0,445.45
1.455,400,45.5499,-0,445.55
1.456,400,45.6499,-0,445.65
1.457,400,45.7499,-0,445.75
1.458,400,45.8499,-0,445.85
1.459,400,45.9499,-0,445.95
1.46,400,46.0499,-0,446.05
1.461,400,46.1499,-0,446.15
1.462,400,46.2499,-0,446.25
1.463,400,46.3499,-0,446.35
1.464,400,46.4499,-0,446.45
1.465,400,46.5499,-0,446.55
1.466,400,46.6499,-0,446.65
1.467,400,46.7499,-0,446.75
1.468,400,46.8499,-0,446.85
1.469,400,46.9499,-0,446.95
1.47,400,47.0499,-0,447.05
1.471,400,47.1499,-0,447.15
1.472,400,47.2499,-0,447.25
1.473,400,47.3498,-0,447.35
1.474,400,47.4498,-0,447.45
1.475,400,47.5498,-0,447.55
1.476,400,47.6498,-0,447.65
1.477,400,47.7498,-0,447.75
1.478,400,47.8498,-0,447.85
1.479,400,47.9498,-0,447.95
1.48,400,48.0498,-0,448.05
1.481,400,48.1498,-0,448.15
1.482,400,48.2498,-0,448.25
1.483,400,48.3498,-0,448.35
1.484,400,48.4498,-0,448.45
1.485,400,48.5498,-0,448.55
1.486,400,48.6498,-0,448.65
1.487,400,48.7498,-0,448.75
1.488,400,48.8498,-0,448.85
1.489,400,48.9498,-0,448.95
1.49,400,49.0498,-0,449.05
1.491,400,49.1498,-0,449.15
1.492,400,49.2498,-0,449.25
1.493,400,49.3498,-0,449.35
1.494,400,49.4498,-0,449.45
1.495,400,49.5498,-0,449.55
1.496,400,49.6498,-0,449.65
1.497,400,49.7498,-0,449.75
1.498,400,49.8498,-0,449.85
1.499,400,49.9498,-0,449.95
1.5,400,50.0498,-0,450.05
1.501,400,50.1498,-0,450.15
1.502,400,50.2498,-0,450.25
1.503,400,50.3498,-0,450.35
1.504,400,50.4498,-0,450.45
1.505,400,50.5498,-0,450.55
1.506,400,50.6498,-0,450.65
1.507,400,50.7498,-0,450.75
1.508,400,50.8498,-0,450.85
1.509,400,50.9498,-0,450.95
1.51,400,51.0498,-0,451.05
1.511,400,51.1498,-0,451.15
1.512,400,51.2498,-0,451.25
1.513,400,51.3498,-0,451.35
1.514,400,51.4498,-0,451.45
1.515,400,51.5498,-0,451.55
1.516,400,51.6498,-0,451.65
1.517,400,51.7498,-0,451.75
1.518,400,51.8498,-0,451.85
1.519,400,51.9498,-0,451.95
1.52,400,52.0498,-0,452.05
1.521,400,52.1498,-0,452.15
1.522,400,52.2498,-0,452.25
1.523,400,52.3498,-0,452.35
1.524,400,52.4498,-0,452.45
1.525,400,52.5498,-0,452.55
1.526,400,52.6498,-0,452.65
1.527,400,52.7498,-0,452.75
1.528,400,52.8498,-0,452.85
1.529,400,52.9498,-0,452.95
1.53,400,53.0498,-0,453.05
1.531,400,53.1498,-0,453.15
1.532,400,53.2498,-0,453.25
1.533,400,53.3498,-0,453.35
1.534,400,53.4498,-0,453.45
1.535,400,53.5498,-0,453.55
1.536,400,53.6498,-0,453.65
1.537,400,53.7498,-0,453.75
1.538,400,53.8498,-0,453.85
1.539,400,53.9497,-0,453.95
1.54,400,54.0497,-0,454.05
1.541,400,54.1497,-0,454.15
1.542,400,54.2497,-0,454.25
1.543,400,54.3497,-0,454.35
1.544,400,54.4497,-0,454.45
1.545,400,54.5497,-0,454.55
1.546,400,54.6497,-0,454.65
1.547,400,54.7497,-0,454.75
1.548,400,54.8497,-0,454.85
1.549,400,54.9497,-0,454.95
1.55,400,55.0497,-0,455.05
1.551,400,55.1497,-0,455.15
1.552,400,55.2497,-0,455.25
1.553,400,55.3497,-0,455.35
1.554,400,55.4497,-0,455.45
1.555,400,55.5497,-0,455.55
1.556,400,55.6497,-0,455.65
1.557,400,55.7497,-0,455.75
1.558,400,55.8497,-0,455.85
1.559,400,55.9497,-0,455.95
1.56,400,56.0497,-0,456.05
1.561,400,56.1497,-0,456.15
1.562,400,56.2497,-0,456.25
1.563,400,56.3497,-0,456.35
1.564,400,56.4497,-0,456.45
1.565,400,56.5497,-0,456.55
1.566,400,56.6497,-0,456.65
1.567,400,56.7497,-0,456.75
1.568,400,56.8497,-0,456.85
1.569,400,56.9497,-0,456.95
1.57,400,57.0497,-0,457.05
1.571,400,57.1497,-0,457.15
1.572,400,57.2497,-0,457.25
1.573,400,57.3497,-0,457.35
1.574,400,57.4497,-0,457.45
1.575,400,57.5497,-0,457.55
1.576,400,57.6497,-0,457.65
1.577,400,57.7497,-0,457.75
1.578,400,57.8497,-0,457.85
1.579,400,57.9497,-0,457.95
1.58,400,58.0497,-0,458.05
1.581,400,58.1497,-0,458.15
1.582,400,58.2497,-0,458.25
1.583,400,58.3497,-0,458.35
1.584,400,58.4497,-0,458.45
1.585,400,58.5497,-0,458.55
1.586,400,58.6497,-0,458.65
1.587,400,58.7497,-0,458.75
1.588,400,58.8497,-0,458.85
1.589,400,58.9497,-0,458.95
1.59,400,59.0497,-0,459.05
1.591,400,59.1497,-0,459.15
1.592,400,59.2497,-0,459.25
1.593,400,59.3497,-0,459.35
1.594,400,59.4497,-0,459.45
1.595,400,59.5497,-0,459.55
1.596,400,59.6497,-0,459.65
1.597,400,59.7497,-0,459.75
1.598,400,59.8497,-0,459.85
1.599,400,59.9497,-0,459.95
1.6,400,60.0497,-0,460.05
1.601,400,60.1497,-0,460.15
1.602,400,60.2497,-0,460.25
1.603,400,60.3497,-0,460.35
1.604,400,60.4496,-0,460.45
1.605,400,60.5496,-0,460.55
1.606,400,60.6496,-0,460.65
1.607,400,60.7496,-0,460.75
1.608,400,60.8496,-0,460.85
1.609,400,60.9496,-0,460.95
1.61,400,61.0496,-0,461.05
1.611,400,61.1496,-0,461.15
1.612,400,61.2496,-0,461.25
1.613,400,61.3496,-0,461.35
1.614,400,61.4496,-0,461.45
1.615,400,61.5496,-0,461.55
1.616,400,61.6496,-0,461.65
1.617,400,61.7496,-0,461.75
1.618,400,61.8496,-0,461.85
1.619,400,61.9496,-0,461.95
1.62,400,62.0496,-0,462.05
1.621,400,62.1496,-0,462.15
1.622,400,62.2496,-0,462.25
1.623,400,62.3496,-0,462.35
1.624,400,62.4496,-0,462.45
1.625,400,62.5496,-0,462.55
1.626,400,62.6496,-0,462.65
1.627,400,62.7496,-0,462.75
1.628,400,62.8496,-0,462.85
1.629,400,62.9496,-0,462.95
1.63,400,63.0496,-0,463.05
1.631,400,63.1496,-0,463.15
1.632,400,63.2496,-0,463.25
1.633,400,63.3496,-0,463.35
1.634,400,63.4496,-0,463.45
1.635,400,63.5496,-0,463.55
1.636,400,63.6496,-0,463.65
1.637,400,63.7496,-0,463.75
1.638,400,63.8496,-0,463.85
1.639,400,63.9496,-0,463.95
1.64,400,64.0496,-0,464.05
1.641,400,64.1496,-0,464.15
1.642,400,64.2496,-0,464.25
1.643,400,64.3496,-0,464.35
1.644,400,64.4496,-0,464.45
1.645,400,64.5496,-0,464.55
1.646,400,64.6496,-0,464.65
1.647,400,64.7496,-0,464.75
1.648,400,64.8496,-0,464.85
1.649,400,64.9496,-0,464.95
1.65,400,65.0496,-0,465.05
1.651,400,65.1496,-0,465.15
1.652,400,65.2496,-0,465.25
1.653,400,65.3496,-0,465.35
1.654,400,65.4496,-0,465.45
1.655,400,65.5496,-0,465.55
1.656,400,65.6496,-0,465.65
1.657,400,65.7496,-0,465.75
1.658,400,65.8496,-0,465.85
1.659,400,65.9496,-0,465.95
1.66,400,66.0496,-0,466.05
1.661,400,66.1496,-0,466.15
1.662,400,66.2496,-0,466.25
1.663,400,66.3496,-0,466.35
1.664,400,66.4496,-0,466.45
1.665,400,66.5496,-0,466.55
1.666,400,66.6496,-0,466.65
1.667,400,66.7496,-0,466.75
1.668,400,66.8496,-0,466.85
1.669,400,66.9496,-0,466.95
1.67,400,67.0496,-0,467.05
1.671,400,67.1496,-0,467.15
1.672,400,67.2495,-0,467.25
1.673,400,67.3495,-0,467.35
1.674,400,67.4495,-0,467.45
1.675,400,67.5495,-0,467.55
1.676,400,67.6495,-0,467.65
1.677,400,67.7495,-0,467.75
1.678,400,67.8495,-0,467.85
1.679,400,67.9495,-0,467.95
1.68,400,68.0495,-0,468.05
1.681,400,68.1495,-0,468.15
1.682,400,68.2495,-0,468.25
1.683,400,68.3495,-0,468.35
1.684,400,68.4495,-0,468.45
1.685,400,68.5495,-0,468.55
1.686,400,68.6495,-0,468.65
1.687,400,68.7495,-0,468.75
1.688,400,68.8495,-0,468.85
1.689,400,68.9495,-0,468.95
1.69,400,69.0495,-0,469.05
1.691,400,69.1495,-0,469.15
1.692,400,69.2495,-0,469.25
1.693,400,69.3495,-0,469.35
1.694,400,69.4495,-0,469.45
1.695,400,69.5495,-0,469.549
1.696,400,69.6495,-0,469.65
1.697,400,69.7495,-0,469.75
1.698,400,69.8495,-0,469.85
1.699,400,69.9495,-0,469.95
1.7,400,70.0495,-0,470.049
1.701,400,70.1495,-0,470.15
1.702,400,70.2495,-0,470.25
1.703,400,70.3495,-0,470.349
1.704,400,70.4495,-0,470.449
1.705,400,70.5495,-0,470.549
1.706,400,70.6495,-0,470.65
1.707,400,70.7495,-0,470.75
1.708,400,70.8495,-0,470.849
1.709,400,70.9495,-0,470.949
1.71,400,71.0495,-0,471.049
1.711,400,71.1495,-0,471.149
1.712,400,71.2495,-0,471.249
1.713,400,71.3495,-0,471.349
1.714,400,71.4495,-0,471.449
1.715,400,71.5495,-0,471.549
1.716,400,71.6495,-0,471.649
1.717,400,71.7495,-0,471.749
1.718,400,71.8495,-0,471.849
1.719,400,71.9495,-0,471.949
1.72,400,72.0495,-0,472.049
1.721,400,72.1495,-0,472.149
1.722,400,72.2495,-0,472.249
1.723,400,72.3495,-0,472.349
1.724,400,72.4495,-0,472.449
1.725,400,72.5495,-0,472.549
1.726,400,72.6495,-0,472.649
1.727,400,72.7495,-0,472.749
1.728,400,72.8495,-0,472.849
1.729,400,72.9495,-0,472.949
1.73,400,73.0495,-0,473.049
1.731,400,73.1495,-0,473.149
1.732,400,73.2495,-0,473.249
1.733,400,73.3495,-0,473.349
1.734,400,73.4495,-0,473.449
1.735,400,73.5495,-0,473.549
1.736,400,73.6495,-0,473.649
1.737,400,73.7495,-0,473.749
1.738,400,73.8494,-0,473.849
1.739,400,73.9494,-0,473.949
1.74,400,74.0494,-0,474.049
1.741,400,74.1494,-0,474.149
1.742,400,74.2494,-0,474.249
1.743,400,74.3494,-0,474.349
1.744,400,74.4494,-0,474.449
1.745,400,74.5494,-0,474.549
1.746,400,74.6494,-0,474.649
1.747,400,74.7494,-0,474.749
1.748,400,74.8494,-0,474.849
1.749,400,74.9494,-0,474.949
1.75,400,75.0494,-0,475.049
1.751,400,75.1494,-0,475.149
1.752,400,75.2494,-0,475.249
1.753,400,75.3494,-0,475.349
1.754,400,75.4494,-0,475.449
1.755,400,75.5494,-0,475.549
1.756,400,75.6494,-0,475.649
1.757,400,75.7494,-0,475.749
1.758,400,75.8494,-0,475.849
1.759,400,75.9494,-0,475.949
1.76,400,76.0494,-0,476.049
1.761,400,76.1494,-0,476.149
1.762,400,76.2494,-0,476.249
1.763,400,76.3494,-0,476.349
1.764,400,76.4494,-0,476.449
1.765,400,76.5494,-0,476.549
1.766,400,76.6494,-0,476.649
1.767,400,76.7494,-0,476.749
1.768,400,76.8494,-0,476.849
1.769,400,76.9494,-0,476.949
1.77,400,77.0494,-0,477.049
1.771,400,77.1494,-0,477.149
1.772,400,77.2494,-0,477.249
1.773,400,77.3494,-0,477.349
1.774,400,77.4494,-0,477.449
1.775,400,77.5494,-0,477.549
1.776,400,77.6494,-0,477.649
1.777,400,77.7494,-0,477.749
1.778,400,77.8494,-0,477.849
1.779,400,77.9494,-0,477.949
1.78,400,78.0494,-0,478.049
1.781,400,78.1494,-0,478.149
1.782,400,78.2494,-0,478.249
1.783,400,78.3494,-0,478.349
1.784,400,78.4494,-0,478.449
1.785,400,78.5494,-0,478.549
1.786,400,78.6494,-0,478.649
1.787,400,78.7494,-0,478.749
1.788,400,78.8494,-0,478.849
1.789,400,78.9494,-0,478.949
1.79,400,79.0494,-0,479.049
1.791,400,79.1494,-0,479.149
1.792,400,79.2494,-0,479.249
1.793,400,79.3494,-0,479.349
1.794,400,79.4494,-0,479.449
1.795,400,79.5494,-0,479.549
1.796,400,79.6494,-0,479.649
1.797,400,79.7494,-0,479.749
1.798,400,79.8494,-0,479.849
1.799,400,79.9494,-0,479.949
1.8,400,80.0494,-0,480.049
1.801,400,80.1494,-0,480.149
1.802,400,80.2494,-0,480.249
1.803,400,80.3493,-0,480.349
1.804,400,80.4493,-0,480.449
1.805,400,80.5493,-0,480.549
1.806,400,80.6493,-0,480.649
1.807,400,80.7493,-0,480.749
1.808,400,80.8493,-0,480.849
1.809,400,80.9493,-0,480.949
1.81,400,81.0493,-0,481.049
1.811,400,81.1493,-0,481.149
1.812,400,81.2493,-0,481.249
1.813,400,81.3493,-0,481.349
1.814,400,81.4493,-0,481.449
1.815,400,81.5493,-0,481.549
1.816,400,81.6493,-0,481.649
1.817,400,81.7493,-0,481.749
1.818,400,81.8493,-0,481.849
1.819,400,81.9493,-0,481.949
1.82,400,82.0493,-0,482.049
1.821,400,82.1493,-0,482.149
1.822,400,82.2493,-0,482.249
1.823,400,82.3493,-0,482.349
1.824,400,82.4493,-0,482.449
1.825,400,82.5493,-0,482.549
1.826,400,82.6493,-0,482.649
1.827,400,82.7493,-0,482.749
1.828,400,82.8493,-0,482.849
1.829,400,82.9493,-0,482.949
1.83,400,83.0493,-0,483.049
1.831,400,83.1493,-0,483.149
1.832,400,83.2493,-0,483.249
1.833,400,83.3493,-0,483.349
1.834,400,83.4493,-0,483.449
1.835,400,83.5493,-0,483.549
1.836,400,83.6493,-0,483.649
1.837,400,83.7493,-0,483.749
1.838,400,83.8493,-0,483.849
1.839,400,83.9493,-0,483.949
1.84,400,84.0493,-0,484.049
1.841,400,84.1493,-0,484.149
1.842,400,84.2493,-0,484.249
1.843,400,84.3493,-0,484.349
1.844,400,84.4493,-0,484.449
1.845,400,84.5493,-0,484.549
1.846,400,84.6493,-0,484.649
